,source,target,relationship,type,label
518,attack,David Moye,is written by,explicit,no change
519,attack,Ed Mazza,is written by,explicit,no change
520,attack,Elyse Wanshel,is written by,explicit,no change
521,attack,Eric Tucker,is written by,explicit,no change
522,attack,FARNOUSH AMIRI,is written by,explicit,no change
523,attack,HOWARD FENDRICH,is written by,explicit,no change
524,attack,Hilary Hanson,is written by,explicit,no change
525,attack,Howard Fendrich,is written by,explicit,no change
526,attack,Igor Bobic,is written by,explicit,no change
527,attack,Jennifer Bendery,is written by,explicit,no change
528,attack,Jessica Schulberg,is written by,explicit,no change
529,attack,Jill Colvin,is written by,explicit,no change
530,attack,Jonathan Cohn,is written by,explicit,no change
531,attack,Jonathan Nicholson,is written by,explicit,no change
532,attack,Kate Brumback,is written by,explicit,no change
533,attack,Kevin Robillard,is written by,explicit,no change
534,attack,Kimberlee Kruesi,is written by,implicit,no change
535,attack,Liz Skalka,is written by,explicit,no change
536,attack,Lydia O'Connor,is written by,explicit,no change
537,attack,Marita Vlachou,is written by,explicit,no change
538,attack,Mary Papenfuss,is written by,explicit,no change
539,attack,Michael R. Sisak,is written by,explicit,no change
540,attack,Nathalie Baptiste,is written by,explicit,no change
541,attack,Nick Visser,is written by,explicit,no change
542,attack,Nina Golgowski,is written by,explicit,addition
543,attack,Phillip Jackson,is written by,explicit,no change
544,attack,Ron Dicker,is written by,explicit,no change
545,attack,Ryan Grenoble,is written by,explicit,no change
546,attack,S.V. Date,is written by,explicit,no change
547,attack,Sanjana Karanth,is written by,explicit,no change
548,attack,Sara Boboltz,is written by,explicit,no change
549,attack,Terry Spencer,is written by,explicit,no change
550,attack,Zeke Miller,is written by,explicit,no change
551,basketball,ACACIA CORONADO,is written by,explicit,no change
552,basketball,Alanna Vagianos,is written by,explicit,no change
553,basketball,Andy Campbell,is written by,explicit,no change
554,basketball,Arthur Delaney,is written by,explicit,no change
555,basketball,Associated Press,is written by,explicit,no change
556,basketball,Ben Blanchet,is written by,explicit,no change
557,basketball,Brian Slodysko,is written by,explicit,no change
558,basketball,CHRIS MEGERIAN,is written by,explicit,no change
559,basketball,Chris D'Angelo,is written by,explicit,no change
560,basketball,DOUG FEINBERG,is written by,implicit,no change
561,basketball,Daniel Marans,is written by,explicit,no change
562,basketball,Dave Jamieson,is written by,explicit,no change
563,basketball,David Moye,is written by,explicit,no change
564,basketball,Ed Mazza,is written by,explicit,no change
565,basketball,Elyse Wanshel,is written by,explicit,no change
566,basketball,Eric Tucker,is written by,explicit,no change
567,basketball,FARNOUSH AMIRI,is written by,explicit,no change
568,basketball,HOWARD FENDRICH,is written by,explicit,no change
569,basketball,Hilary Hanson,is written by,explicit,no change
570,basketball,Howard Fendrich,is written by,explicit,no change
571,basketball,Igor Bobic,is written by,explicit,no change
572,basketball,Jennifer Bendery,is written by,explicit,no change
573,basketball,Jessica Schulberg,is written by,explicit,no change
574,basketball,Jill Colvin,is written by,explicit,no change
575,basketball,Jonathan Cohn,is written by,explicit,no change
576,basketball,Jonathan Nicholson,is written by,explicit,no change
577,basketball,KYLE HIGHTOWER,is written by,implicit,no change
578,basketball,Kate Brumback,is written by,explicit,no change
579,basketball,Kevin Robillard,is written by,explicit,no change
580,basketball,Liz Skalka,is written by,explicit,no change
581,basketball,Lydia O'Connor,is written by,explicit,no change
582,basketball,Marita Vlachou,is written by,explicit,no change
583,basketball,Mary Papenfuss,is written by,explicit,no change
584,basketball,Michael R. Sisak,is written by,explicit,no change
585,basketball,Nathalie Baptiste,is written by,explicit,no change
586,basketball,Nick Visser,is written by,explicit,no change
587,basketball,Nina Golgowski,is written by,explicit,no change
588,basketball,Phillip Jackson,is written by,explicit,no change
589,basketball,Ron Dicker,is written by,explicit,no change
590,basketball,Ryan Grenoble,is written by,explicit,no change
591,basketball,S.V. Date,is written by,explicit,no change
592,basketball,Sanjana Karanth,is written by,explicit,no change
593,basketball,Sara Boboltz,is written by,explicit,no change
594,basketball,Terry Spencer,is written by,explicit,no change
595,basketball,Zeke Miller,is written by,explicit,no change
596,biden,ACACIA CORONADO,is written by,explicit,addition
597,biden,ANTHONY IZAGUIRRE,is written by,implicit,no change
598,biden,Akbar Shahid Ahmed,is written by,implicit,no change
599,biden,Alan Fram,is written by,implicit,no change
600,biden,Alanna Vagianos,is written by,explicit,no change
601,biden,Alexander C. Kaufman,is written by,implicit,no change
602,biden,Alexandra Jaffe,is written by,implicit,no change
603,biden,Amanda Terkel,is written by,implicit,no change
604,biden,Andy Campbell,is written by,explicit,no change
605,biden,Ariel Edwards-Levy,is written by,implicit,no change
606,biden,Arthur Delaney,is written by,explicit,no change
607,biden,Associated Press,is written by,explicit,no change
608,biden,Ben Blanchet,is written by,explicit,no change
609,biden,Bill Barrow,is written by,implicit,no change
610,biden,Brian Slodysko,is written by,explicit,no change
611,biden,CHRIS MEGERIAN,is written by,explicit,no change
612,biden,Cara Anna,is written by,implicit,no change
613,biden,Carol Kuruvilla,is written by,implicit,no change
614,biden,Chris D'Angelo,is written by,explicit,no change
615,biden,Christopher Mathias,is written by,implicit,no change
616,biden,Christopher Rugaber,is written by,implicit,no change
617,biden,Colleen Long,is written by,implicit,no change
618,biden,Collin Binkley,is written by,implicit,no change
619,biden,Curt Anderson,is written by,implicit,no change
620,biden,Curtis M. Wong,is written by,implicit,no change
621,biden,Daniel Marans,is written by,explicit,no change
622,biden,Dave Jamieson,is written by,explicit,no change
623,biden,David Bauder,is written by,implicit,no change
624,biden,David Crary,is written by,implicit,no change
625,biden,David Eggert,is written by,implicit,no change
626,biden,David Moye,is written by,explicit,no change
627,biden,Dominique Mosbergen,is written by,implicit,no change
628,biden,Ed Mazza,is written by,explicit,no change
629,biden,Edith M. Lederer,is written by,implicit,no change
630,biden,Ellen Knickmeyer,is written by,implicit,no change
631,biden,Elliot Spagat,is written by,implicit,no change
632,biden,Elyse Wanshel,is written by,explicit,no change
633,biden,Emily Peck,is written by,implicit,no change
634,biden,Eric Tucker,is written by,explicit,no change
635,biden,FARNOUSH AMIRI,is written by,explicit,addition
636,biden,Farnoush Amiri,is written by,implicit,no change
637,biden,HOWARD FENDRICH,is written by,explicit,no change
638,biden,Hayley Miller,is written by,implicit,no change
639,biden,Hilary Hanson,is written by,explicit,no change
640,biden,Howard Fendrich,is written by,explicit,no change
641,biden,Hugo Greenhalgh,is written by,implicit,no change
642,biden,Igor Bobic,is written by,explicit,no change
643,biden,JEFFREY COLLINS,is written by,implicit,no change
644,biden,Ja'han Jones,is written by,implicit,no change
645,biden,James LaPorta,is written by,implicit,no change
646,biden,Jeff Mason,is written by,implicit,no change
647,biden,Jenna Amatulli,is written by,implicit,no change
648,biden,Jennifer Bendery,is written by,explicit,no change
649,biden,Jeremy Blum,is written by,implicit,no change
650,biden,Jessica Gresko,is written by,implicit,no change
651,biden,Jessica Schulberg,is written by,explicit,no change
652,biden,Jill Colvin,is written by,explicit,no change
653,biden,Jonathan Cohn,is written by,explicit,no change
654,biden,Jonathan Lemire,is written by,implicit,no change
655,biden,Jonathan Nicholson,is written by,explicit,no change
656,biden,Josephine Harvey,is written by,implicit,no change
657,biden,Kate Brumback,is written by,explicit,no change
658,biden,Kevin Robillard,is written by,explicit,no change
659,biden,Kimberley Richards,is written by,implicit,no change
660,biden,LOLITA C. BALDOR,is written by,implicit,no change
661,biden,Laurie Kellman,is written by,implicit,no change
662,biden,Lee Moran,is written by,implicit,no change
663,biden,Lisa Mascaro,is written by,implicit,no change
664,biden,Liz Skalka,is written by,explicit,no change
665,biden,Liza Hearon,is written by,implicit,no change
666,biden,Lydia O'Connor,is written by,explicit,no change
667,biden,Marina Villenueve,is written by,implicit,no change
668,biden,Marita Vlachou,is written by,explicit,no change
669,biden,Mary Papenfuss,is written by,explicit,no change
670,biden,Matt Fuller,is written by,implicit,no change
671,biden,Matt O'Brien,is written by,implicit,no change
672,biden,Matthew Daly,is written by,implicit,no change
673,biden,Matthew Lee,is written by,implicit,no change
674,biden,Mead Gruver,is written by,implicit,no change
675,biden,Michael Hobbes,is written by,implicit,no change
676,biden,Michael R. Sisak,is written by,explicit,no change
677,biden,Michelle L. Price,is written by,implicit,no change
678,biden,Mike Schneider,is written by,implicit,no change
679,biden,Molly Redden,is written by,implicit,no change
680,biden,Nadine White,is written by,implicit,no change
681,biden,Nathalie Baptiste,is written by,explicit,no change
682,biden,Nick Visser,is written by,explicit,no change
683,biden,Nina Golgowski,is written by,explicit,no change
684,biden,Nomaan Merchant,is written by,implicit,no change
685,biden,Patrick Whittle,is written by,implicit,no change
686,biden,Philip Lewis,is written by,implicit,no change
687,biden,Phillip Jackson,is written by,explicit,no change
688,biden,Reuters Staff,is written by,implicit,no change
689,biden,Ricardo Alonso-Zaldivar,is written by,implicit,no change
690,biden,Ron Dicker,is written by,explicit,no change
691,biden,Rowaida Abdelaziz,is written by,implicit,no change
692,biden,Ryan Grenoble,is written by,explicit,no change
693,biden,Ryan J. Reilly,is written by,implicit,no change
694,biden,S.V. Date,is written by,explicit,no change
695,biden,STAN CHOE,is written by,implicit,no change
696,biden,Sanjana Karanth,is written by,explicit,no change
697,biden,Sara Boboltz,is written by,explicit,no change
698,biden,Sarah Ruiz-Grossman,is written by,implicit,no change
699,biden,Sebastian Murdock,is written by,implicit,no change
700,biden,Stan Choe,is written by,implicit,no change
701,biden,Tara Golshan,is written by,implicit,no change
702,biden,Terry Spencer,is written by,explicit,no change
703,biden,Tim Sullivan,is written by,implicit,no change
704,biden,ZEKE MILLER,is written by,implicit,no change
705,biden,Zachary D. Carter,is written by,implicit,no change
706,biden,Zeke Miller,is written by,explicit,addition
707,capitol,ACACIA CORONADO,is written by,explicit,no change
708,capitol,Alanna Vagianos,is written by,explicit,no change
709,capitol,Andy Campbell,is written by,explicit,no change
710,capitol,Arthur Delaney,is written by,explicit,no change
711,capitol,Associated Press,is written by,explicit,no change
712,capitol,Ben Blanchet,is written by,explicit,no change
713,capitol,Brian Slodysko,is written by,explicit,no change
714,capitol,CHRIS MEGERIAN,is written by,explicit,no change
715,capitol,Chris D'Angelo,is written by,explicit,no change
716,capitol,Daniel Marans,is written by,explicit,no change
717,capitol,Dave Jamieson,is written by,explicit,no change
718,capitol,David Moye,is written by,explicit,no change
719,capitol,Dominique Mosbergen,is written by,implicit,no change
720,capitol,Ed Mazza,is written by,explicit,no change
721,capitol,Elyse Wanshel,is written by,explicit,no change
722,capitol,Emily Peck,is written by,implicit,no change
723,capitol,Eric Tucker,is written by,explicit,no change
724,capitol,FARNOUSH AMIRI,is written by,explicit,no change
725,capitol,HOWARD FENDRICH,is written by,explicit,no change
726,capitol,Hayley Miller,is written by,implicit,no change
727,capitol,Hilary Hanson,is written by,explicit,no change
728,capitol,Howard Fendrich,is written by,explicit,no change
729,capitol,HuffPost Editors,is written by,implicit,no change
730,capitol,Igor Bobic,is written by,explicit,no change
731,capitol,Jennifer Bendery,is written by,explicit,no change
732,capitol,Jeremy Blum,is written by,implicit,no change
733,capitol,Jessica Schulberg,is written by,explicit,no change
734,capitol,Jill Colvin,is written by,explicit,no change
735,capitol,Jonathan Cohn,is written by,explicit,no change
736,capitol,Jonathan Nicholson,is written by,explicit,no change
737,capitol,Josephine Harvey,is written by,implicit,no change
738,capitol,Kate Brumback,is written by,explicit,no change
739,capitol,Kevin Robillard,is written by,explicit,no change
740,capitol,Lee Moran,is written by,implicit,no change
741,capitol,Liz Skalka,is written by,explicit,no change
742,capitol,Lydia O'Connor,is written by,explicit,no change
743,capitol,MARY CLARE JALONICK,is written by,implicit,no change
744,capitol,Marita Vlachou,is written by,explicit,no change
745,capitol,Mary Clare Jalonick,is written by,implicit,no change
746,capitol,Mary Papenfuss,is written by,explicit,no change
747,capitol,Michael Balsamo,is written by,implicit,no change
748,capitol,Michael R. Sisak,is written by,explicit,no change
749,capitol,Nathalie Baptiste,is written by,explicit,no change
750,capitol,Nick Visser,is written by,explicit,no change
751,capitol,Nina Golgowski,is written by,explicit,no change
752,capitol,Paul Blumenthal,is written by,implicit,no change
753,capitol,Phillip Jackson,is written by,explicit,no change
754,capitol,Ron Dicker,is written by,explicit,no change
755,capitol,Ryan Grenoble,is written by,explicit,addition
756,capitol,Ryan J. Reilly,is written by,implicit,no change
757,capitol,S.V. Date,is written by,explicit,no change
758,capitol,Sanjana Karanth,is written by,explicit,no change
759,capitol,Sara Boboltz,is written by,explicit,no change
760,capitol,Sebastian Murdock,is written by,implicit,no change
761,capitol,Terry Spencer,is written by,explicit,no change
762,capitol,Zeke Miller,is written by,explicit,no change
763,charged,ACACIA CORONADO,is written by,explicit,no change
764,charged,Alanna Durkin R,is written by,implicit,no change
765,charged,Alanna Vagianos,is written by,explicit,no change
766,charged,Andy Campbell,is written by,explicit,no change
767,charged,Arthur Delaney,is written by,explicit,no change
768,charged,Associated Press,is written by,explicit,no change
769,charged,BRIAN MELLEY,is written by,implicit,no change
770,charged,Ben Blanchet,is written by,explicit,no change
771,charged,Brian Slodysko,is written by,explicit,no change
772,charged,CHRIS MEGERIAN,is written by,explicit,no change
773,charged,Chris D'Angelo,is written by,explicit,no change
774,charged,Daniel Marans,is written by,explicit,no change
775,charged,Dave Jamieson,is written by,explicit,no change
776,charged,David Moye,is written by,explicit,no change
777,charged,Ed Mazza,is written by,explicit,no change
778,charged,Elliot Spagat,is written by,implicit,no change
779,charged,Elyse Wanshel,is written by,explicit,addition
780,charged,Eric Tucker,is written by,explicit,no change
781,charged,FARNOUSH AMIRI,is written by,explicit,no change
782,charged,HOWARD FENDRICH,is written by,explicit,no change
783,charged,Hayley Miller,is written by,implicit,no change
784,charged,Hilary Hanson,is written by,explicit,no change
785,charged,Howard Fendrich,is written by,explicit,no change
786,charged,Igor Bobic,is written by,explicit,no change
787,charged,Jennifer Bendery,is written by,explicit,no change
788,charged,Jessica Schulberg,is written by,explicit,no change
789,charged,Jill Colvin,is written by,explicit,no change
790,charged,Jonathan Cohn,is written by,explicit,no change
791,charged,Jonathan Nicholson,is written by,explicit,no change
792,charged,Kate Brumback,is written by,explicit,no change
793,charged,Ken Ritter,is written by,implicit,no change
794,charged,Kevin Robillard,is written by,explicit,no change
795,charged,LARRY NEUMEISTER,is written by,implicit,no change
796,charged,Larry Neumeister,is written by,implicit,no change
797,charged,Liz Skalka,is written by,explicit,no change
798,charged,Lydia O'Connor,is written by,explicit,no change
799,charged,MOGOMOTSI MAGOME,is written by,implicit,no change
800,charged,Marita Vlachou,is written by,explicit,no change
801,charged,Mary Papenfuss,is written by,explicit,no change
802,charged,Maryclaire Dale,is written by,implicit,no change
803,charged,Michael Liedtke,is written by,implicit,no change
804,charged,Michael R. Sisak,is written by,explicit,no change
805,charged,Nathalie Baptiste,is written by,explicit,no change
806,charged,Nick Visser,is written by,explicit,no change
807,charged,Nina Golgowski,is written by,explicit,no change
808,charged,Phillip Jackson,is written by,explicit,no change
809,charged,Ron Dicker,is written by,explicit,no change
810,charged,Russ Bynum,is written by,implicit,no change
811,charged,Ryan Grenoble,is written by,explicit,no change
812,charged,S.V. Date,is written by,explicit,no change
813,charged,Sanjana Karanth,is written by,explicit,no change
814,charged,Sara Boboltz,is written by,explicit,no change
815,charged,Terry Spencer,is written by,explicit,no change
816,charged,Zeke Miller,is written by,explicit,no change
817,court,ACACIA CORONADO,is written by,explicit,no change
818,court,Aakriti Bhalla,is written by,implicit,no change
819,court,Alanna Vagianos,is written by,explicit,no change
820,court,Alexander C. Kaufman,is written by,implicit,no change
821,court,Andrew Welsh-Huggins,is written by,implicit,no change
822,court,Andy Campbell,is written by,explicit,no change
823,court,Arthur Delaney,is written by,explicit,no change
824,court,Associated Press,is written by,explicit,addition
825,court,Ben Blanchet,is written by,explicit,no change
826,court,Brian Slodysko,is written by,explicit,no change
827,court,By Mark Sherman,is written by,implicit,no change
828,court,CHRIS MEGERIAN,is written by,explicit,no change
829,court,Chris D'Angelo,is written by,explicit,no change
830,court,Colleen Long,is written by,implicit,no change
831,court,Curt Anderson,is written by,implicit,no change
832,court,Daniel Marans,is written by,explicit,no change
833,court,Dave Jamieson,is written by,explicit,no change
834,court,David Morgan,is written by,implicit,no change
835,court,David Moye,is written by,explicit,no change
836,court,Dominique Mosbergen,is written by,implicit,no change
837,court,Don Thompson,is written by,implicit,no change
838,court,Ed Mazza,is written by,explicit,no change
839,court,Elise Foley,is written by,implicit,no change
840,court,Ellen Knickmeyer,is written by,implicit,no change
841,court,Elyse Wanshel,is written by,explicit,no change
842,court,Eric Tucker,is written by,explicit,no change
843,court,FARNOUSH AMIRI,is written by,explicit,no change
844,court,HOWARD FENDRICH,is written by,explicit,no change
845,court,Hilary Hanson,is written by,explicit,no change
846,court,Howard Fendrich,is written by,explicit,no change
847,court,Igor Bobic,is written by,explicit,no change
848,court,Jennifer Bendery,is written by,explicit,no change
849,court,Jessica Gresko,is written by,implicit,no change
850,court,Jessica Schulberg,is written by,explicit,no change
851,court,Jill Colvin,is written by,explicit,no change
852,court,Jonathan Cohn,is written by,explicit,no change
853,court,Jonathan Nicholson,is written by,explicit,no change
854,court,Kate Brumback,is written by,explicit,addition
